Radicado,Ponente,Autoridad orden nacional,Acto demandado,Contenido acto
11001-03-15-000-2020-01188-00,Sandra Lisset Ibarra Vélez,Instituto Colombiano De Bienestar Familiar,Resolución 3067 del 27 de marzo de 2020,"Control inmediato de legalidad de la resolución 3067 del 27 de marzo de 2020 proferida por la dirección general del instituto colombiano de bienestar familiar, ""por la cual se aprueba el anexo técnico para garantizar la prestación de los servicios de protección en marco de la emergencia sanitaria"
11001-03-15-000-2020-01189-00,Nubia Margoth Peña Garzón,Instituto Colombiano De Bienestar Familiar,Resolución 3066 del 27 de marzo de 2020,"Control inmediato de legalidad de la resolución 3066 del 27 de marzo de 2020 proferida por la dirección general del instituto colombiano de bienestar familiar, ""por medio de la cual se modifica temporalmente la jornada laboral en la sede de la dirección general y en las direcciones regionales del Instituto Colombiano De Bienestar Familiar."
11001-03-15-000-2020-01190-00,Jaime Enrique Rodríguez Navas,Instituto Colombiano De Bienestar Familiar,Resolución 3065 Del 27 De Marzo De 2020,"Control inmediato de legalidad de la resolución 3065 del 27 de marzo de 2020 proferida por la dirección general del Instituto Colombiano De Bienestar Familiar, ""por medio de la cual se modifica temporalmente la jornada laboral en las direcciones regionales y sede de la dirección general del Instituto Colombiano De Bienestar Familiar"
11001-03-15-000-2020-01191-00,Julio Roberto Piza Rodríguez,Departamento Nacional de Planeación - DNP,Resolución 1067 del 1 de abril de 2020,"Control inmediato de legalidad de la resolución 1067 del 1 de abril de 2020 proferida por la secretaria general del Departamento Nacional De Planeación, ""por la cual se prorroga la suspensión de los términos en los procesos disciplinarios adelantados por el grupo de control interno disciplinario de la Secretaria General"""
11001-03-15-000-2020-01192-00,Ramiro Pazos Guerrero,Escuela Superior De Administración Pública,Resolución 002-2020 del 19 de marzo de 2020,"Control inmediato de legalidad de la resolución 002-2020 del 19 de marzo de 2020 proferida por la Escuela Superior De Administración Publica, ""por la cual se suspenden términos en las actuaciones disciplinarias y se dictan algunas medidas excepcionales, ocasionales y temporales frente al Covid-19""."
11001-03-15-000-2020-01193-00,Milton Chaves García,Fondo de Adaptación,Resolución 0121 del 19 de marzo del 2020,"Control inmediato de legalidad resolución 0121 Del 19 De Marzo De 2020 Proferida Por La El Gerente Del Fondo De Adaptación, Por La Cual Se Adoptan Medidas Transitorias Por Motivos De La Preservación De La Salud Publica Y Mitigación Del Riesgo En Torno Al Covid19, Y Se Suspenden Términos Procesales"
11001-03-15-000-2020-01194-00,Nicolás Yepes Corrales,Fondo de Adaptación,Resolución 0126 del 25 de marzo del 2020,"Control inmediato de legalidad resolución 0126 Del 25 De Marzo De 2020 Proferida Por La El Gerente Del Fondo De Adaptación, ""Por La Cual Se Establecen Medidas Administrativas Extraordinarias Por Motivos De Salud Pública""."
11001-03-15-000-2020-01195-00,Luis Alberto Álvarez Parra,Fiscalía General de la Nación,Circular 0009 del 29 de marzo de 2020,"Control inmediato circular 0009 del 29 de marzo de 2020 proferida por la directora ejecutiva de la fiscalía general de la nación, para el despacho del fiscal general de la nación, vice fiscal general, coordinador de la fiscalía delegada ante la corte suprema de justicia, delegados, directores, subdirectores y jefes de departamento de la fiscalía general de la nación. Asunto:  instrucciones para el reporte a la aseguradora de riesgos laborales."
11001-03-15-000-2020-01196-00,Marta Nubia Velásquez Rico,Instituto Colombiano de Bienestar Familiar,Circular 007 del 31 de marzo de 2020,"Control inmediato circular 007 Del 31 De Marzo De 2020 Proferida Por La Directora General Del Instituto Colombiano De Bienestar Familiar, Para La Subdirectora General, Secretario General, Directivos, Coordinadores De Grupos Internos De Trabajo, Defensores De Familia E Integrantes De Equipos Técnicos Interdisciplinarios, Coordinadores De Centros Zonales, Servidores Públicos Y Contratistas De Prestación De Servicios Profesionales Y De Apoyo A La Gestión."
11001-03-15-000-2020-01197-00,Carmelo Perdomo Cuéter,Instituto Colombiano de Bienestar Familiar,Circular 006 del 26 de marzo de 2020,"Circular 006 Del 26 De Marzo De 2020 Proferida Por La Directora General Del Instituto Colombiano De Bienestar Familiar, Para Los Directores Regionales, Coordinadores De Asistencia Técnica Y Protección, Coordinadores De Centro Zonal, Defensores De Familia, Integrantes Equipos Técnicos Interdisciplinarios."
11001-03-15-000-2020-01198-00,Alberto Montaña Plata,Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior - ICETEX,Acuerdo 018 del 31 de marzo de 2020,"Control inmediato de legalidad del acuerdo 018 del 31 de marzo de 2020 proferida por la junta directiva del instituto colombiano de crédito educativo y estudios técnicos en el exterior - ICETX, ""por el cual se reglamenta la incorporación al presupuesto del ICETEX de los recursos de que trata el artículo 1 del decreto legislativo 467 del 23 de marzo de 2020"
11001-03-15-000-2020-01199-00,Stella Jeannette Carvajal Basto,Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior - ICETEX,Acuerdo 019 del 31 de marzo de 2020,"Control inmediato de legalidad del acuerdo 019 del 31 de marzo de 2020 proferida por la junta directiva del instituto colombiano de crédito educativo y estudios técnicos en el exterior - ICETX, ""por el cual se modifica el reglamenta el fondo de garantías"
11001-03-15-000-2020-01200-00,Carlos Enrique Moreno Rubio,Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior - ICETEX,Acuerdo 020 del 31 de marzo de 2020,"Control inmediato de legalidad del acuerdo 020 del 31 de marzo de 2020 proferida por la junta directiva del instituto colombiano de crédito educativo y estudios técnicos en el exterior - ICETEX, ""por el cual se implementan los criterios de asignación del plan de auxilios educativos coronavirus covi-19"
11001-03-15-000-2020-01201-00,Lucy Jeannette Bermúdez Bermúdez,Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior - ICETEX,Acuerdo 017 del 31 de marzo de 2020,"Control inmediato de legalidad del acuerdo 017 del 31 de marzo de 2020 proferida por la junta directiva del instituto colombiano de crédito educativo y estudios técnicos en el exterior - ICETX, ""por el cual se reglamenta el plan de auxilios educativos coronavirus covid19"
11001-03-15-000-2020-01202-00,Rocío Araújo Oñate,Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior - ICETEX,Acuerdo 021 del 31 de marzo de 2020,"Control inmediato de legalidad del acuerdo 021 del 31 de marzo de 2020 proferida por la junta directiva del instituto colombiano de crédito educativo y estudios técnicos en el exterior - ICETX, ""por el cual se suspende temporalmente la aplicación del literal b del articulo 64 y el literal e del artículo 65 del acuerdo 025 de 2017 y el parágrafo 2 del artículo 8 del acuerdo 20 de 2015"
11001-03-15-000-2020-01203-00,César Palomino Cortés,Ministerio De Cultura,Resolución 0521 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 0521 del 30 de marzo de 2020 proferida por el Ministerio De Cultura, ""por medio de la cual se suspenden términos en los procedimientos administrativos disciplinarios, sancionatorios, y de jurisdicción coactiva que adelantan la Secretaria General y la oficina asesora jurídica del Ministerio De Cultura"""
1100-03-15-000-2020-01204-00,William Hernández Gómez,Instituto Nacional de Medicina Legal y Ciencias Forenses,Resolución 001 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 001 del 24 de marzo de 2020 proferida por el Instituto Nacional De Medicina Legal Y Ciencias Forenses, ""por medio de la cual se suspenden términos en los procesos de cobro coactivo a cargo de la oficina jurídica del Instituto Nacional De Medicina Legal Y Ciencias Forenses"""
11001-03-15-000-2020-01205-00,Rafael Francisco Suárez Vargas,"Ministerio de Comercio, Industria y Turismo",Auto del 30 de marzo de 2020,"Control inmediato de legalidad del auto del 30 de marzo de 2020 ""por medio del cual se ordena prorrogar la suspensión de términos procesales"" proferido por el Secretario General del Ministerio De Comercio, Industria Y Turismo"
11001-03-15-000-2020-01206-00,Marta Nubia Velásquez Rico (E),Ministerio del Deporte,Circular 002 del 12 de marzo de 2020,"Control inmediato de legalidad circular 002 del 12 de marzo de 2020 proferida por el ministro del deporte, para los funcionarios, contratistas y usuarios. Asunto: acciones de contención ante el covid19 y la prevención de enfermedades asociadas al primer pico epidemiológico de enfermedades respiratorias."
11001-03-15-000-2020-01207-00,Guillermo Sánchez Luque,Ministerio del Deporte,Resoluciòn 000466 del 18 de marzo de 2020,"Control inmediato de legalidad resolución 000466 Del 18 De Marzo De 2020 Proferida Por El Ministro Del Deporte, ""Por La Cual Se Suspenden Temporalmente Los Términos En Las Actuaciones Disciplinarias De La Oficina De Control Interno Disciplinario Del Ministerio Del Deporte"""
11001-03-15-000-2020-01208-00,Hernando Sánchez Sánchez,Ministerio del Deporte,Resoluciòn 000467 del 18 de marzo de 2020,"Control inmediato de legalidad resolución 000467 del 18 De Marzo De 2020 Proferida Por El Ministro Del Deporte, ""Por La Cual Se Suspenden Temporalmente Los Canales De Atencion Presencial Y Telefónica En El Ministerio Del Deporte""."
11001-03-15-000-2020-01209-00,Martín Bermúdez Muñoz,Ministerio del Deporte,Resolución 000493 del 3 de abril  de 2020,"Control inmediato de legalidad de la resolución 000493 del 3 de abril de 2020 proferida por el ministro del deporte, ""por la cual se adoptan medidas para garantizar la prestación del servicio al ciudadano en el ministerio del deporte, en cumplimiento del decreto legislativo no.491 del 28 de marzo de 2020"
11001-03-15-000-2020-01210-00,María Adriana Marín,Ministerio del Deporte,Resolución 000489 del 31 de marzo de 2020,"Control inmediato de legalidad de la resolución 000489 del 31 de marzo de 2020 proferida por el ministro del deporte, ""por medio de la cual se dictan medidas especiales relacionadas con la dirección de fomento y desarrollo, en el marco del estado de emergencia económica, social y ecológica"
11001-03-15-000-2020-01211-00,Oswaldo Giraldo López,Ministerio del Deporte,Resolución 000488 del 30 de marzo de 2020,"Control inmediato de legalidad de la resolución 000488 del 30 de marzo de 2020 proferida por el ministro del deporte, ""por la cual se suspenden términos para las actuaciones y procesos administrativos que se tramitan ante el ministerio del deporte, y se establecen medidas relacionadas con el servicio integral al ciudadano con ocasión del decreto no.457 de 2020"
11001-03-15-000-2020-01212-00,Carlos Enrique Moreno Rubio,Ministerio de Defnsa Nacional,Resolución 0940 del 24 de marzo de 2020,"Control inmediato de legalidad de la resolución 0940 del 24 de marzo de 2020 proferida por el secretario general del ministerio de defensa nacional, ""por el cual se suspenden las fechas a partir de las cuales se efectúan los traslados y encargos de unos funcionarios de la planta de empleados públicos del ministerio de defensa nacional al servicio de la justicia penal militar"
11001-03-15-000-2020-01213-00,William Hernández Gómez,Ministerio de Defnsa Nacional,Directiva DIR2020-1 del 13 marzo de 2020,"Control inmediato de legalidad de la directiva dir2020-1 del 13 de marzo de 2020 proferida por el secretario general de la unidad de gestión general del ministerio de defensa nacional. asunto: medidas de prevención, preparación y respuesta por emergencia sanitaria coronavirus covid19"
11001-03-15-000-2020-01214-00,Marta Nubia Velásquez Rico,Ministerio de Defnsa Nacional,Circular CIR 20-218 del 28 de marzo de 2020,"Control inmediato de legalidad de la circular cir20-218 del 28 de marzo de 2020 proferida por el viceministro de defensa para el sed y bienestar, para el director general de sanidad militar, la directora del hospital militar central y la directora de sanidad de la policía nacional. asunto: protocolo de atención y distribución de pacientes con covi19"
